(-1.6, 4.7)[[  -1.           -2.0674063  -689.97986353 -205.64440672]]
(-1.6, 4.8)[[  -1.           -2.05412026 -713.75024495 -208.22831143]]
(-1.6, 4.9)[[  -1.           -2.04139598 -737.92887211 -210.8230639 ]]
(-1.6, 5.0)[[  -1.           -2.02919833 -762.51589055 -213.42799469]]
(-1.6, 5.1)[[  -1.           -2.0174951  -787.5114342  -216.04248884]]
(-1.6, 5.2)[[  -1.           -2.00625667 -812.91562653 -218.66598044]]
(-1.6, 5.3)[[  -1.           -1.99545573 -838.72858153 -221.29794777]]
(-1.6, 5.4)[[  -1.           -1.9850671  -864.95040462 -223.937909  ]]
(-1.6, 5.5)[[  -1.           -1.97506751 -891.58119343 -226.58541849]]
(-1.6, 5.6)[[  -1.           -1.96543539 -918.6210385  -229.24006336]]
(-1.6, 5.7)[[  -1.           -1.95615078 -946.0700239  -231.90146053]]
(-1.6, 5.8)[[  -1.           -1.94719512 -973.92822783 -234.56925408]]
(-1.6, 5.9)[[-1.00000000e+00 -1.93855117e+00 -1.00219572e+03 -2.37243113e+02]]
(-1.6, 6.0)[[-1.00000000e+00 -1.93020286e+00 -1.03087258e+03 -2.39922728e+02]]
(-1.6, 6.1)[[-1.00000000e+00 -1.92213524e+00 -1.05995885e+03 -2.42607813e+02]]
(-1.6, 6.2)[[-1.00000000e+00 -1.91433432e+00 -1.08945461e+03 -2.45298097e+02]]
(-1.6, 6.3)[[-1.00000000e+00 -1.90678707e+00 -1.11935991e+03 -2.47993330e+02]]
(-1.6, 6.4)[[-1.00000000e+00 -1.89948125e+00 -1.14967479e+03 -2.50693276e+02]]
(-1.6, 6.5)[[-1.00000000e+00 -1.89240545e+00 -1.18039932e+03 -2.53397715e+02]]
(-1.6, 6.6)[[-1.00000000e+00 -1.88554892e+00 -1.21153352e+03 -2.56106440e+02]]
(-1.6, 6.7)[[-1.00000000e+00 -1.87890160e+00 -1.24307745e+03 -2.58819256e+02]]
(-1.6, 6.8)[[-1.00000000e+00 -1.87245404e+00 -1.27503115e+03 -2.61535981e+02]]
(-1.6, 6.9)[[-1.00000000e+00 -1.86619734e+00 -1.30739465e+03 -2.64256442e+02]]
(-1.6, 7.0)[[-1.00000000e+00 -1.86012314e+00 -1.34016799e+03 -2.66980479e+02]]
(-1.6, 7.1)[[-1.00000000e+00 -1.85422353e+00 -1.37335121e+03 -2.69707938e+02]]
(-1.6, 7.2)[[-1.00000000e+00 -1.84849109e+00 -1.40694433e+03 -2.72438674e+02]]
(-1.6, 7.3)[[-1.00000000e+00 -1.84291878e+00 -1.44094739e+03 -2.75172553e+02]]
(-1.6, 7.4)[[-1.00000000e+00 -1.83749999e+00 -1.47536041e+03 -2.77909445e+02]]
(-1.6, 7.5)[[-1.00000000e+00 -1.83222843e+00 -1.51018341e+03 -2.80649229e+02]]
(-1.6, 7.6)[[-1.00000000e+00 -1.82709819e+00 -1.54541644e+03 -2.83391790e+02]]
(-1.6, 7.7)[[-1.00000000e+00 -1.82210363e+00 -1.58105950e+03 -2.86137018e+02]]
(-1.6, 7.8)[[-1.00000000e+00 -1.81723943e+00 -1.61711263e+03 -2.88884810e+02]]
(-1.6, 7.9)[[-1.00000000e+00 -1.81250056e+00 -1.65357584e+03 -2.91635067e+02]]
(-1.6, 8.0)[[-1.00000000e+00 -1.80788221e+00 -1.69044916e+03 -2.94387698e+02]]
(-1.5, -8.0)[[ -1.          -1.78901643 697.45669954 118.50176451]]
(-1.5, -7.9)[[ -1.          -1.79317034 682.32040101 117.40308655]]
(-1.5, -7.8)[[ -1.          -1.79742613 667.35338874 116.30537506]]
(-1.5, -7.7)[[ -1.          -1.80178757 652.55568217 115.20866715]]
(-1.5, -7.6)[[ -1.          -1.80625862 637.92730173 114.11300183]]
(-1.5, -7.5)[[ -1.          -1.81084343 623.46826896 113.01842014]]
(-1.5, -7.4)[[ -1.          -1.8155464  609.17860652 111.92496529]]
(-1.5, -7.3)[[ -1.          -1.82037211 595.05833831 110.83268281]]
(-1.5, -7.2)[[ -1.          -1.8253254  581.10748955 109.74162067]]
(-1.5, -7.1)[[ -1.          -1.83041138 567.32608684 108.65182949]]
(-1.5, -7.0)[[ -1.          -1.83563541 553.71415827 107.56336271]]
(-1.5, -6.9)[[ -1.          -1.84100315 540.27173356 106.47627675]]
(-1.5, -6.8)[[ -1.          -1.84652058 526.99884411 105.39063127]]
(-1.5, -6.7)[[ -1.          -1.85219399 513.8955232  104.30648939]]
(-1.5, -6.6)[[ -1.          -1.85803005 500.96180603 103.22391792]]
(-1.5, -6.5)[[ -1.          -1.8640358  488.19772996 102.14298764]]
(-1.5, -6.4)[[ -1.          -1.87021869 475.6033346  101.06377361]]
(-1.5, -6.3)[[ -1.          -1.8765866  463.17866201  99.98635548]]
(-1.5, -6.2)[[ -1.          -1.8831479  450.9237569   98.91081784]]
(-1.5, -6.1)[[ -1.          -1.88991144 438.83866682  97.83725061]]
(-1.5, -6.0)[[ -1.          -1.89688663 426.92344236  96.76574947]]
(-1.5, -5.9)[[ -1.          -1.90408346 415.17813747  95.69641629]]
(-1.5, -5.8)[[ -1.          -1.91151256 403.60280963  94.62935968]]
(-1.5, -5.7)[[ -1.          -1.91918522 392.19752024  93.56469548]]
(-1.5, -5.6)[[ -1.          -1.92711348 380.96233489  92.50254743]]
(-1.5, -5.5)[[ -1.          -1.93531018 369.89732373  91.4430478 ]]
(-1.5, -5.4)[[ -1.          -1.94378899 359.00256185  90.38633813]]
(-1.5, -5.3)[[ -1.          -1.95256456 348.27812977  89.33257005]]
(-1.5, -5.2)[[ -1.          -1.9616525  337.72411384  88.28190617]]
(-1.5, -5.1)[[ -1.          -1.97106955 327.34060685  87.23452107]]
(-1.5, -5.0)[[ -1.          -1.98083362 317.12770854  86.1906024 ]]
(-1.5, -4.9)[[ -1.          -1.99096394 307.08552634  85.15035208]]
(-1.5, -4.8)[[ -1.          -2.00148114 297.21417601  84.11398768]]
(-1.5, -4.7)[[ -1.          -2.0124074  287.51378251  83.08174387]]
(-1.5, -4.6)[[ -1.          -2.02376657 277.98448088  82.05387416]]
(-1.5, -4.5)[[ -1.          -2.03558437 268.62641722  81.03065268]]
(-1.5, -4.4)[[ -1.          -2.0478885  259.43974987  80.01237633]]
(-1.5, -4.3)[[ -1.          -2.06070891 250.42465063  78.99936706]]
(-1.5, -4.2)[[ -1.          -2.07407796 241.58130615  77.99197452]]
(-1.5, -4.1)[[ -1.          -2.08803068 232.9099196   76.99057892]]
(-1.5, -4.0)[[ -1.          -2.10260502 224.41071237  75.99559434]]
(-1.5, -3.9)[[ -1.          -2.11784219 216.08392616  75.00747245]]
(-1.5, -3.8)[[ -1.          -2.13378695 207.92982522  74.02670658]]
(-1.5, -3.7)[[ -1.          -2.15048799 199.94869895  73.05383649]]
(-1.5, -3.6)[[ -1.          -2.16799836 192.14086483  72.08945355]]
(-1.5, -3.5)[[ -1.          -2.18637588 184.50667177  71.13420677]]
(-1.5, -3.4)[[ -1.          -2.20568374 177.04650388  70.18880951]]
(-1.5, -3.3)[[ -1.          -2.22599096 169.76078482  69.25404706]]
(-1.5, -3.2)[[ -1.          -2.2473731  162.64998276  68.33078525]]
(-1.5, -3.1)[[ -1.          -2.26991292 155.71461604  67.41998018]]
(-1.5, -3.0)[[ -1.          -2.29370116 148.95525971  66.52268917]]
(-1.5, -2.9)[[ -1.          -2.31883735 142.37255297  65.64008309]]
(-1.5, -2.8)[[ -1.          -2.34543078 135.96720783  64.7734603 ]]
(-1.5, -2.7)[[ -1.          -2.3736014  129.74001901  63.92426215]]
(-1.5, -2.6)[[ -1.          -2.40348089 123.69187546  63.09409037]]
(-1.5, -2.5)[[ -1.          -2.4352137  117.82377359  62.28472615]]
(-1.5, -2.4)[[ -1.          -2.4689581  112.13683265  61.49815118]]
(-1.5, -2.3)[[ -1.          -2.50488711 106.6323125   60.73657012]]
(-1.5, -2.2)[[ -1.          -2.54318932 101.31163422  60.00243442]]
(-1.5, -2.1)[[-1.         -2.58406927 96.17640391 59.29846643]]
(-1.5, -2.0)[[-1.         -2.62774738 91.22844032 58.62768263]]
(-1.5, -1.9)[[-1.         -2.67445888 86.46980666 57.99341375]]
(-1.5, -1.8)[[-1.         -2.72445137 81.90284717 57.39931844]]
(-1.5, -1.7)[[-1.         -2.77798035 77.53022911 56.84938544]]
(-1.5, -1.6)[[-1.         -2.83530162 73.35499034 56.34791677]]
(-1.5, -1.5)[[-1.         -2.89665931 69.38059291 55.8994814 ]]
(-1.5, -1.4)[[-1.         -2.9622677  65.61098251 55.50882439]]
(-1.5, -1.3)[[-1.         -3.03228458 62.05065273 55.18071192]]
(-1.5, -1.2)[[-1.         -3.10677324 58.70471266 54.91968677]]
(-1.5, -1.1)[[-1.         -3.18564999 55.57895385 54.72970473]]
(-1.5, -1.0)[[-1.         -3.26861447 52.6799109  54.61362188]]
(-1.5, -0.9)[[-1.         -3.3550612  50.01490587 54.57251139]]
(-1.5, -0.8)[[-1.         -3.44397491 47.592062   54.60481441]]
(-1.5, -0.7)[[-1.         -3.53381909 45.42026651 54.70538344]]
(-1.5, -0.6)[[-1.         -3.6224385  43.50905609 54.86456605]]
(-1.5, -0.5)[[-1.         -3.70701132 41.86839526 55.06759749]]
(-1.5, -0.4)[[-1.         -3.78409966 40.50832037 55.29468794]]
(-1.5, -0.3)[[-1.         -3.84984984 39.43843694 55.52222333]]
(-1.5, -0.2)[[-1.         -3.90036999 38.66728901 55.72533637]]
(-1.5, -0.1)[[-1.         -3.9322568  38.20166501 55.88167258]]
(-1.5, 0.0)[[-1.         -3.94316528 38.04595083 55.97556685]]
(-1.5, 0.1)[[-1.         -3.9322568  38.20166501 56.00137198]]
(-1.5, 0.2)[[-1.         -3.90036999 38.66728901 55.96473516]]
(-1.5, 0.3)[[-1.         -3.84984984 39.43843694 55.88132153]]
(-1.5, 0.4)[[-1.         -3.78409966 40.50832037 55.77348553]]
(-1.5, 0.5)[[-1.         -3.70701132 41.86839526 55.66609449]]
(-1.5, 0.6)[[-1.         -3.6224385  43.50905609 55.58276244]]
(-1.5, 0.7)[[-1.         -3.53381909 45.42026651 55.54327923]]
(-1.5, 0.8)[[-1.         -3.44397491 47.592062   55.5624096 ]]
(-1.5, 0.9)[[-1.         -3.3550612  50.01490587 55.64980598]]
(-1.5, 1.0)[[-1.         -3.26861447 52.6799109  55.81061586]]
(-1.5, 1.1)[[-1.         -3.18564999 55.57895385 56.04639811]]
(-1.5, 1.2)[[-1.         -3.10677324 58.70471266 56.35607955]]
(-1.5, 1.3)[[-1.         -3.03228458 62.05065273 56.7368041 ]]
(-1.5, 1.4)[[-1.         -2.9622677  65.61098251 57.18461596]]
(-1.5, 1.5)[[-1.         -2.89665931 69.38059291 57.69497237]]
(-1.5, 1.6)[[-1.         -2.83530162 73.35499034 58.26310715]]
(-1.5, 1.7)[[-1.         -2.77798035 77.53022911 58.88427521]]
(-1.5, 1.8)[[-1.         -2.72445137 81.90284717 59.55390761]]
(-1.5, 1.9)[[-1.         -2.67445888 86.46980665 60.26770232]]
(-1.5, 2.0)[[-1.         -2.62774738 91.22844032 61.02167059]]
(-1.5, 2.1)[[-1.         -2.58406927 96.17640391 61.81215379]]
(-1.5, 2.2)[[ -1.          -2.54318932 101.31163422  62.63582118]]
(-1.5, 2.3)[[ -1.          -2.50488711 106.6323125   63.48965628]]
(-1.5, 2.4)[[ -1.          -2.4689581  112.13683265  64.37093674]]
(-1.5, 2.5)[[ -1.          -2.4352137  117.82377359  65.27721111]]
(-1.5, 2.6)[[ -1.          -2.40348089 123.69187546  66.20627473]]
(-1.5, 2.7)[[ -1.          -2.3736014  129.74001901  67.15614591]]
(-1.5, 2.8)[[ -1.          -2.34543078 135.96720783  68.12504345]]
(-1.5, 2.9)[[ -1.          -2.31883735 142.37255297  69.11136565]]
(-1.5, 3.0)[[ -1.          -2.29370116 148.95525971  70.11367112]]
(-1.5, 3.1)[[ -1.          -2.26991292 155.71461604  71.13066153]]
(-1.5, 3.2)[[ -1.          -2.2473731  162.64998276  72.161166  ]]
(-1.5, 3.3)[[ -1.          -2.22599096 169.76078482  73.2041272 ]]
(-1.5, 3.4)[[ -1.          -2.20568374 177.04650388  74.25858906]]
(-1.5, 3.5)[[ -1.          -2.18637588 184.50667177  75.32368572]]
(-1.5, 3.6)[[ -1.          -2.16799836 192.14086483  76.39863189]]
(-1.5, 3.7)[[ -1.          -2.15048799 199.94869895  77.48271423]]
(-1.5, 3.8)[[ -1.          -2.13378695 207.92982522  78.57528372]]
(-1.5, 3.9)[[ -1.          -2.11784219 216.08392616  79.67574899]]
(-1.5, 4.0)[[ -1.          -2.10260502 224.41071237  80.78357028]]
(-1.5, 4.1)[[ -1.          -2.08803068 232.9099196   81.89825425]]
(-1.5, 4.2)[[ -1.          -2.07407796 241.58130615  83.01934925]]
(-1.5, 4.3)[[ -1.          -2.06070891 250.42465063  84.14644119]]
(-1.5, 4.4)[[ -1.          -2.0478885  259.43974987  85.27914985]]
(-1.5, 4.5)[[ -1.          -2.03558437 268.62641722  86.4171256 ]]
(-1.5, 4.6)[[ -1.          -2.02376657 277.98448088  87.56004648]]
(-1.5, 4.7)[[ -1.          -2.0124074  287.51378251  88.7076156 ]]
(-1.5, 4.8)[[ -1.          -2.00148114 297.21417601  89.8595588 ]]
(-1.5, 4.9)[[ -1.          -1.99096394 307.08552634  91.0156226 ]]
(-1.5, 5.0)[[ -1.          -1.98083362 317.12770854  92.17557232]]
(-1.5, 5.1)[[ -1.          -1.97106955 327.34060685  93.33919039]]
(-1.5, 5.2)[[ -1.          -1.9616525  337.72411384  94.50627489]]
(-1.5, 5.3)[[ -1.          -1.95256456 348.27812977  95.67663817]]
(-1.5, 5.4)[[ -1.          -1.94378899 359.00256185  96.85010564]]
(-1.5, 5.5)[[ -1.          -1.93531018 369.89732372  98.02651471]]
(-1.5, 5.6)[[ -1.          -1.92711348 380.96233489  99.20571374]]
(-1.5, 5.7)[[ -1.          -1.91918522 392.19752024 100.38756119]]
(-1.5, 5.8)[[ -1.          -1.91151256 403.60280963 101.57192479]]
(-1.5, 5.9)[[ -1.          -1.90408346 415.17813747 102.7586808 ]]
(-1.5, 6.0)[[ -1.          -1.89688663 426.92344236 103.94771337]]
(-1.5, 6.1)[[ -1.          -1.88991144 438.83866682 105.13891391]]
(-1.5, 6.2)[[ -1.          -1.8831479  450.9237569  106.33218054]]
(-1.5, 6.3)[[ -1.          -1.8765866  463.17866201 107.52741758]]
(-1.5, 6.4)[[ -1.          -1.87021869 475.6033346  108.72453511]]
(-1.5, 6.5)[[ -1.          -1.8640358  488.19772996 109.92344854]]
(-1.5, 6.6)[[ -1.          -1.85803005 500.96180603 111.12407822]]
(-1.5, 6.7)[[ -1.          -1.85219399 513.8955232  112.32634909]]
(-1.5, 6.8)[[ -1.          -1.84652058 526.99884411 113.53019036]]
(-1.5, 6.9)[[ -1.          -1.84100315 540.27173356 114.73553524]]
(-1.5, 7.0)[[ -1.          -1.83563541 553.71415827 115.9423206 ]]
(-1.5, 7.1)[[ -1.          -1.83041138 567.32608684 117.15048678]]
(-1.5, 7.2)[[ -1.          -1.8253254  581.10748955 118.35997736]]
(-1.5, 7.3)[[ -1.          -1.82037211 595.05833832 119.57073889]]
(-1.5, 7.4)[[ -1.          -1.8155464  609.17860652 120.78272078]]
(-1.5, 7.5)[[ -1.          -1.81084343 623.46826896 121.99587502]]
(-1.5, 7.6)[[ -1.          -1.80625862 637.92730173 123.21015611]]
(-1.5, 7.7)[[ -1.          -1.80178757 652.55568217 124.42552083]]
(-1.5, 7.8)[[ -1.          -1.79742613 667.35338874 125.64192814]]
(-1.5, 7.9)[[ -1.          -1.79317034 682.32040101 126.85933902]]
(-1.5, 8.0)[[ -1.          -1.78901643 697.45669954 128.07771638]]
(-1.4, -8.0)[[ -1.          -1.76705182 285.53642963  46.07202748]]
(-1.4, -7.9)[[ -1.          -1.77081224 279.38840998  45.65553946]]
(-1.4, -7.8)[[ -1.          -1.77465884 273.3094064   45.23946111]]
(-1.4, -7.7)[[ -1.          -1.77859456 267.29943744  44.82380795]]
(-1.4, -7.6)[[ -1.          -1.7826225  261.35852255  44.40859628]]
(-1.4, -7.5)[[ -1.          -1.78674589 255.48668218  43.99384321]]
(-1.4, -7.4)[[ -1.          -1.7909681  249.68393786  43.57956676]]
(-1.4, -7.3)[[ -1.          -1.79529268 243.95031221  43.16578588]]
(-1.4, -7.2)[[ -1.          -1.79972334 238.28582908  42.75252054]]
(-1.4, -7.1)[[ -1.          -1.80426394 232.69051356  42.33979175]]
(-1.4, -7.0)[[ -1.          -1.80891858 227.16439214  41.92762167]]
(-1.4, -6.9)[[ -1.          -1.8136915  221.70749271  41.51603369]]
(-1.4, -6.8)[[ -1.          -1.8185872  216.31984474  41.10505248]]
